70.710678 0.000000 0.000000
70.007142 0.000000 0.000001
69.310894 0.000000 0.000001
68.622154 0.000000 0.000002
67.941151 0.000000 0.000002
67.268120 0.000000 0.000003
66.603303 0.000000 0.000003
65.946948 0.000000 0.000004
65.299311 0.000000 0.000005
64.660653 0.000000 0.000005
64.031242 0.000000 0.000006
63.411355 0.000000 0.000006
62.801274 0.000000 0.000007
62.201286 0.000000 0.000008
61.611687 0.000000 0.000008
61.032778 0.000000 0.000009
60.464866 0.000000 0.000009
59.908263 0.000000 0.000010
59.363288 0.000000 0.000011
58.830264 0.000000 0.000011
58.309519 0.000000 0.000012
57.801384 0.000000 0.000012
57.306195 0.000000 0.000013
56.824291 0.000000 0.000014
56.356011 0.000000 0.000014
55.901699 0.000000 0.000015
55.461698 0.000000 0.000015
55.036352 0.000000 0.000016
54.626001 0.000000 0.000017
54.230987 0.000000 0.000017
53.851648 0.000000 0.000018
53.488316 0.000000 0.000018
53.141321 0.000000 0.000019
52.810984 0.000000 0.000019
52.497619 0.000000 0.000020
52.201533 0.000000 0.000020
51.923020 0.000000 0.000021
51.662365 0.000000 0.000021
51.419841 0.000000 0.000022
51.195703 0.000000 0.000022
50.990195 0.000000 0.000023
50.803543 0.000000 0.000023
50.635956 0.000000 0.000023
50.487622 0.000000 0.000023
50.358713 0.000000 0.000024
50.249378 0.000000 0.000024
50.159745 0.000000 0.000024
50.089919 0.000000 0.000024
50.039984 0.000000 0.000024
50.009999 0.000000 0.000024
50.000000 0.000000 0.000024
50.009999 0.000000 0.000024
50.039984 0.000000 0.000024
50.089919 0.000000 0.000024
50.159745 0.000000 0.000024
50.249378 0.000000 0.000024
50.358713 0.000000 0.000024
50.487622 0.000000 0.000023
50.635956 0.000000 0.000023
50.803543 0.000000 0.000023
50.990195 0.000000 0.000022
51.195703 0.000000 0.000022
51.419841 0.000000 0.000022
51.662365 0.000000 0.000021
51.923020 0.000000 0.000021
52.201533 0.000000 0.000020
52.497619 0.000000 0.000020
52.810984 0.000000 0.000019
